"doc_id","trained_score"
"343",88.89
"344",94.44
"345",85.71
"346",100.0
"347",92.86
"3472",91.67
"3473",60.0
"3474",94.17
"3475",91.27
"348",100.0
"349",81.82
"3493",62.5
"3495",81.18
"3497",89.19
"3498",96.3
"35",79.82
"350",80.0
"3503",100.0
"3505",80.0
"3506",42.86
"3507",90.0
"3508",86.52
"351",100.0
"3511",90.2
"3513",87.5
"3515",92.65
"3516",92.45
"3517",95.35
"3518",85.0
"3519",91.47
"352",77.78
"3520",91.78
"3522",94.74
"3523",88.55
"3524",82.14
"3526",92.16
"3527",0.0
"3528",100.0
"3529",91.3
"353",90.0
"3530",89.86
"3532",0.0
"3533",0.0
"3536",71.43
"3537",0.0
"3538",84.91
"3539",84.87
"354",91.67
"3540",84.16
"3541",85.94
"3542",80.31
"3543",83.33
"3544",86.96
"3545",96.15
"3546",95.16
"3547",98.48
"3549",0.0
"355",80.0
"3550",60.87
"3551",0.0
"3552",96.88
"3553",83.33
"3554",90.24
"3555",82.91
"3556",73.33
"3557",88.89
"3558",48.08
"3559",84.42
"356",66.67
"3560",62.16
"3561",91.43
"3562",90.91
"3563",87.5
"3564",88.89
"3565",64.71
"357",100.0
"3570",84.62
"3571",92.5
"3572",81.82
"3573",82.35
"3574",76.92
"3575",75.0
"3576",78.05
"3577",71.43
"3578",77.78
"3579",93.33
"358",93.55
"3580",81.82
"3581",91.07
"3582",45.35
"3583",0.0
"3584",88.41
"3585",77.42
"3586",95.74
"3587",94.12
"3588",81.25
"3589",70.0
"359",80.0
"3591",98.0
"3592",87.69
"3593",93.44
"3598",88.89
"36",87.04
"360",100.0
"3602",80.95
"3603",100.0
"3605",98.33
"3607",80.0
"3608",76.92
"3609",80.0
"361",100.0
"3610",77.78
"3611",81.82
"3612",91.67
"3613",0.0
"3615",86.42
"3617",81.25
"3618",84.62
"3619",72.73
"362",86.36
"3620",100.0
"3621",87.5
"3622",80.49
"3623",86.36
"3624",83.33
"3625",54.55
"3626",66.67
"3627",0.0
"363",93.33
"3630",70.37
"3631",92.86
"3632",92.86
"3633",88.0
"3634",44.44
"3635",88.68
"3636",96.0
"3637",91.67
"3638",75.0
"3639",77.78
"364",100.0
"3640",92.31
"3641",91.67
"3642",91.67
"3643",92.59
"3644",87.5
"3645",85.0
"3646",79.31
"3647",71.43
"3648",84.21
"3649",85.83
"365",100.0
"3650",81.82
"3651",79.31
"3652",82.35
"3653",57.14
"3654",82.35
"3655",57.14
"3656",0.0
"3657",84.62
"3658",72.22
"3659",87.5
"366",100.0
"3660",90.0
"3661",92.31
"3662",85.71
"3663",55.56
"3664",83.33
"3665",80.0
"3666",69.23
"3667",90.0
"3668",83.33
"3669",77.78
"367",71.43
"3670",91.3
"3671",66.67
"3672",68.42
"3673",81.82
"3674",75.0
"3675",81.82
"3676",85.19
"3677",89.19
"3678",59.38
"3679",90.91
"368",100.0
"3680",85.0
"3681",70.59
"3682",92.86
"3683",95.65
"3684",90.91
"3685",81.82
"3686",78.57
"3687",88.0
"3688",81.48
"3689",96.03
"369",90.0
"3690",43.31
"3691",0.0
"3692",69.7
"3693",91.67
"3694",91.67
"3695",91.67
"3696",59.09
"3697",87.5
"3698",76.92
"3699",75.0
"37",79.17
"370",100.0
"3700",75.0
"3701",77.78
"3702",81.82
"3703",0.0
"3704",55.56
"3705",83.33
"3706",90.0
"3707",92.86
"3708",88.24
"3709",94.74
"371",90.0
"3710",88.68
"3711",72.22
"3712",27.78
"3713",86.67
"3714",72.73
"3715",92.31
"3716",100.0
"3717",28.57
"3718",90.0
"3719",66.67
"372",80.0
"3720",96.97
"3721",84.85
"3722",78.95
"3723",85.71
"3724",92.86
"3725",100.0
"3726",84.62
"3727",68.75
"3728",100.0
"3729",73.33
"373",88.89
"3730",85.71
"3731",47.37
"3732",76.19
"3733",90.0
"3734",97.14
"3735",85.71
"3736",82.35
"3737",82.35
"3738",95.0
"3739",45.45
"374",100.0
"3740",96.0
"3741",78.95
"3742",93.33
"3743",90.0
"3744",86.36
"3745",88.89
"3746",72.73
"3747",78.05
"3748",91.67
"3749",77.78
"375",94.74
"3750",100.0
"3751",88.24
"3752",73.91
"3753",100.0
"3754",90.0
"3755",100.0
"3756",100.0
"3757",94.12
"3758",85.71
"3759",100.0
"376",93.58
"3760",90.91
"3761",100.0
"3762",90.91
"3763",71.43
"3764",70.0
"3765",100.0
"3766",76.92
"3767",94.44
"3768",85.71
"3769",82.86
"377",90.91
"3770",93.33
"3771",87.5
"3772",80.0
"3773",25.0
"3774",69.57
"3775",89.47
"3776",89.29
"3777",66.67
"3779",81.25
"378",85.71
"3780",100.0
"3781",75.0
"3782",73.68
"3783",75.0
"3784",61.11
"3785",90.91
"3786",76.19
"3787",75.61
"3788",94.74
"3789",75.0
"379",62.5
"3790",77.78
"3791",50.0
"3792",90.91
"3793",83.33
"3794",90.0
"3795",66.67
"3796",81.25
"3797",84.62
"3798",88.89
"3799",93.33
"38",82.46
"380",87.3
"3800",83.33
"3801",88.24
"3802",91.67
"3803",96.67
"3804",66.67
"3805",85.71
"3806",90.0
"3807",63.16
"3808",100.0
"3809",89.47
"381",83.33
"3810",73.33
"3811",63.33
"3812",80.0
"3813",88.89
"3814",76.67
"3815",88.89
"3816",88.24
"3817",80.0
"3818",64.71
"3819",91.67
"382",100.0
"3820",84.21
"3821",91.67
"3822",90.0
"3823",87.5
"3824",74.07
"3825",90.0
"3826",61.54
"3827",61.9
"3828",88.89
"3829",95.24
"383",100.0
"3830",96.67
"3831",70.0
"3832",88.46
"3833",75.0
"3834",66.67
"3835",80.0
"3836",71.43
"3837",97.3
"3838",75.76
"3839",73.81
"384",100.0
"3840",88.89
"3841",80.95
"3842",77.78
"3843",81.82
"3844",88.89
"3845",87.5
"3846",0.0
"3847",75.0
"3848",84.62
"3849",100.0
"385",88.89
"3850",75.0
"3851",66.67
"3852",11.9
"3853",76.19
"3854",71.43
"3855",64.29
"3856",75.0
"3857",86.96
"3858",85.0
"3859",77.78
"386",76.92
"3860",81.82
"3861",84.62
"3862",100.0
"3863",94.44
"3864",100.0
"3865",86.36
"3866",36.36
"3867",100.0
"3868",81.25
"3869",50.0
"387",100.0
"3870",91.67
"3871",85.71
"3872",69.23
"3873",88.0
"3874",52.0
"3875",50.0
"3876",73.53
"3877",71.88
"3878",92.31
"3879",86.67
"388",83.33
"3880",63.64
"3881",91.67
"3882",83.33
"3883",70.83
"3884",80.0
"3885",70.0
"3886",93.75
"3887",71.43
"3888",76.92
"3889",62.5
"389",80.0
"3890",87.5
"3891",78.26
"3892",85.71
"3893",100.0
"3894",75.0
"3895",100.0
"3896",94.44
"3897",100.0
"3898",90.91
"3899",90.0
"39",87.76
"390",100.0
"3900",88.89
"3901",72.73
"3902",66.67
"3903",75.0
"3904",91.67
"3905",81.25
"3906",84.62
"3907",75.0
"3908",94.74
"3909",94.74
"391",87.5
"3910",80.77
"3911",93.33
"3912",90.91
"3913",76.47
"3914",76.92
"3915",94.44
"3916",90.91
"3917",85.71
"3918",54.55
"3919",69.23
"392",100.0
"3920",90.91
"3921",94.12
"3922",90.0
"3923",50.0
"3924",95.24
"3925",92.31
"3926",90.91
"3927",81.82
"3928",81.82
"3929",72.73
"393",100.0
"3930",0.0
"3931",86.96
"3932",96.0
"3933",66.67
"3934",58.82
"3935",57.14
"3936",75.0
"3937",79.49
"3938",87.5
"3939",71.43
"394",86.67
"3940",93.75
"3941",87.5
"3942",92.31
"3943",85.71
"3944",62.5
"3945",76.47
"3946",88.89
"3947",81.48
"3948",87.5
"3949",77.78
"395",100.0
"3950",57.14
"3951",75.0
"3952",94.44
"3953",66.67
"3954",87.5
"3955",73.33
"3956",94.44
"3957",75.0
"3958",73.33
"3959",84.62
"396",100.0
"3960",91.67
"3961",90.0
"3962",95.83
"3963",84.62
"3964",83.78
"3965",82.35
"3966",83.33
"3967",78.57
"3968",85.71
"3969",71.43
"397",66.67
"398",82.35
"399",78.57
"3999",0.0
"4",79.25
"40",50.0
"400",100.0
"4000",0.0
"401",100.0
"402",100.0
"403",83.33
"404",88.89
"405",83.33
"406",100.0
"407",85.71
"408",100.0
"409",91.67
"41",92.45
"410",90.74
"411",100.0
"412",100.0
"413",100.0
"414",88.89
"415",100.0
"416",100.0
"417",100.0
"419",86.54
"42",85.19
"420",87.5
"421",100.0
"422",100.0
"423",98.28
"424",100.0
"425",70.0
"426",100.0
"427",100.0
"428",92.31
"429",100.0
"43",97.27
"430",100.0
"431",87.5
"432",88.89
"433",100.0
"434",100.0
"435",100.0
"436",100.0
"437",100.0
"438",88.0
"439",68.18
"44",96.75
"440",100.0
"441",85.71
"442",100.0
"443",96.0
"444",75.0
"445",50.0
"446",85.71
"447",88.89
"448",96.88
"449",98.15
"45",79.88
"450",96.0
"451",86.36
"452",95.35
"453",88.24
"454",66.67
"455",66.67
"456",100.0
"457",100.0
"458",92.86
"459",83.46
"46",90.91
"460",100.0
"461",72.73
"462",88.89
"463",100.0
"464",96.83
"465",85.96
"466",83.33
"467",71.43
"468",92.06
"469",85.71
"47",73.33
"470",93.2
"471",96.05
"472",66.67
"473",94.17
"474",83.33
"475",73.33
"476",100.0
"477",90.91
"478",80.0
"479",87.5
"48",71.82
"480",100.0
"481",100.0
"482",100.0
"483",80.95
"484",83.33
"485",75.0
"486",94.12
"487",90.91
"488",87.5
"489",85.71
"49",71.43
"490",100.0
"491",93.33
"492",78.79
"493",30.0
"494",84.62
"495",100.0
"496",90.91
"497",100.0
"498",88.89
"499",90.0
"5",93.65
"50",72.73
"500",100.0
"501",100.0
"502",100.0
"503",88.89
"504",69.23
"505",100.0
"506",100.0
"507",100.0
"508",100.0
"509",100.0
"51",52.97
"510",100.0
"512",75.0
"514",80.0
"516",88.0
"52",77.5
"520",66.67
"522",87.5
"523",62.5
"524",72.73
"525",83.33
"538",100.0
"539",92.14
"54",95.59
"540",81.25
"541",93.33
"542",75.0
"543",100.0
"545",100.0
"546",92.31
"547",100.0
"548",100.0
"549",100.0
"55",73.08
"550",100.0
"551",100.0
"552",96.46
"553",81.82
"554",70.37
"555",100.0
"556",87.5
"557",100.0
"558",94.74
"559",80.0
"560",100.0
"561",100.0
"562",100.0
"563",100.0
"564",97.96
"565",55.56
"566",83.33
"57",92.86
"575",100.0
"576",100.0
"577",100.0
"578",88.24
"579",87.5
"580",94.12
"581",94.74
"588",92.05
"589",100.0
"590",100.0
"591",62.86
"592",35.48
"593",83.33
"594",83.33
"595",80.0
"596",66.67
"597",90.0
"6",83.33
"615",100.0
"616",88.24
"617",88.89
"618",100.0
"619",100.0
"620",100.0
"621",100.0
"622",100.0
"623",100.0
"624",100.0
"625",100.0
"626",78.57
"627",75.0
"628",92.31
"629",83.33
"630",100.0
"631",100.0
"632",90.0
"64",87.5
"640",77.78
"646",96.0
"648",95.1
"65",98.25
"66",83.93
"661",87.5
"662",100.0
"663",100.0
"664",93.33
"665",92.31
"666",91.67
"667",91.67
"67",96.43
"670",94.12
"671",95.16
"672",90.91
"673",85.71
"674",90.91
"677",97.83
"678",83.33
"679",100.0
"680",100.0
"681",100.0
"682",80.95
"683",66.67
"684",88.89
"685",87.14
"686",100.0
"687",100.0
"688",100.0
"689",87.1
"69",94.44
"690",81.82
"691",71.43
"692",79.17
"693",100.0
"694",100.0
"695",100.0
"696",100.0
"697",100.0
"698",100.0
"699",100.0
"7",88.37
"70",84.3
"700",73.91
"701",85.71
"702",83.33
"703",77.78
"704",100.0
"705",100.0
"71",95.83
"715",87.5
"716",71.43
"717",87.5
"718",88.89
"72",78.48
"726",91.3
"729",80.0
"73",100.0
"732",76.92
"734",85.0
"737",72.73
"738",91.67
"739",81.82
"74",100.0
"741",40.0
"743",72.73
"745",85.71
"746",93.33
"747",80.0
"748",87.5
"749",90.0
"75",97.44
"750",72.73
"752",83.33
"753",91.67
"754",75.0
"755",87.5
"756",33.33
"757",92.86
"758",100.0
"759",85.71
"76",100.0
"760",100.0
"761",94.44
"762",23.91
"763",81.82
"764",94.74
"765",91.67
"766",80.0
"767",100.0
"768",100.0
"769",88.89
"77",94.12
"771",88.89
"772",85.71
"773",86.67
"774",80.0
"778",84.62
"779",100.0
"78",71.43
"780",100.0
"781",81.82
"782",90.79
"783",100.0
"784",90.0
"785",93.55
"786",100.0
"787",100.0
"788",83.33
"789",90.0
"790",100.0
"793",76.92
"794",80.0
"796",75.0
"797",83.33
"798",66.67
"80",93.75
"803",93.51
"81",91.43
"82",85.0
"823",87.72
"824",97.83
"825",81.82
"826",44.44
"827",70.0
"828",90.91
"829",88.89
"83",100.0
"833",95.24
"834",87.5
"835",93.44
"836",100.0
"837",100.0
"838",62.5
"839",100.0
"84",81.03
"840",88.89
"841",92.31
"842",88.89
"843",100.0
"844",83.33
"845",100.0
"846",100.0
"847",100.0
"848",84.91
"849",100.0
"85",69.49
"850",80.77
"851",77.78
"852",85.71
"853",75.0
"854",63.64
"855",83.33
"856",75.0
"857",85.71
"858",92.86
"859",81.25
"86",86.96
"860",87.25
"863",92.16
"87",94.29
"870",90.74
"875",98.63
"88",88.49
"882",81.82
"884",44.44
"886",87.5
"887",91.67
"889",85.71
"89",100.0
"890",88.24
"891",80.0
"892",81.82
"893",80.0
"894",80.0
"895",86.36
"896",60.0
"897",70.0
"898",92.31
"899",81.25
"9",96.0
"90",100.0
"900",91.67
"901",90.91
"902",66.67
"903",91.67
"904",84.62
"905",88.89
"906",85.71
"907",78.57
"908",80.0
"909",85.71
"91",100.0
"910",85.71
"911",85.71
"912",87.5
"913",66.67
"914",63.64
"915",71.43
"916",87.5
"919",100.0
"92",100.0
"921",86.05
"922",95.08
"923",92.86
"924",100.0
"925",66.67
"926",80.0
"927",75.0
"928",93.75
"929",80.0
"93",100.0
"930",78.95
"931",92.86
"932",83.33
"933",32.56
"934",88.24
"935",87.5
"936",91.67
"937",75.0
"938",90.91
"939",87.5
"940",90.0
"941",85.71
"942",90.91
"943",92.86
"944",94.74
"945",75.0
"946",77.78
"947",93.75
"948",78.57
"949",70.83
"95",81.4
"950",95.4
"951",91.67
"952",83.33
"953",75.0
"954",100.0
"955",86.67
"956",90.0
"957",50.0
"958",60.0
"959",88.89
"96",70.45
"960",88.89
"961",50.0
"962",100.0
"963",92.31
"964",87.5
"965",93.75
"966",92.31
"967",72.73
"968",63.64
"969",83.33
"97",90.8
"971",79.78
"972",94.37
"973",98.28
"974",89.47
"975",88.89
"976",83.33
"977",69.23
"978",76.92
"979",91.67
"98",100.0
"982",100.0
"983",100.0
"984",76.92
"985",78.57
"986",93.75
"987",88.89
"988",80.0
"989",64.29
"99",100.0
"990",83.33
"991",97.59
"992",91.43
"993",100.0
"994",72.73
"995",100.0
"996",100.0
"997",95.45
"998",89.8
"999",90.91
